,Attrition_Flag,Gender,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,monthly_Trans_Ct,monthly_Trans_Amt
2344,0,0,2,6,4,5,4230.0,1366.0,0.323,0.9722222222222222,41.111111111111114
2345,0,0,1,4,3,4,9515.0,0.0,0.0,1.6944444444444444,128.94444444444446
2346,0,1,1,3,3,3,10962.0,1559.0,0.142,1.9722222222222223,75.66666666666667
2347,0,0,0,6,2,4,23836.25,1967.0,0.082,1.1944444444444444,44.19444444444444
2348,0,0,1,3,3,2,10144.0,1295.0,0.128,0.42857142857142855,22.035714285714285
2349,0,1,1,4,3,4,2997.0,1969.0,0.657,2.727272727272727,127.5909090909091
2350,0,0,3,6,3,3,2647.0,620.0,0.234,1.3428571428571427,64.62857142857143
2351,0,1,4,3,1,2,4580.0,1300.0,0.284,0.723404255319149,36.04255319148936
2352,0,0,4,4,1,2,2608.0,1630.0,0.625,2.5384615384615383,140.15384615384616
2353,0,0,3,6,3,3,23836.25,1180.0,0.034,2.875,97.04166666666667
2354,0,1,4,5,3,1,3156.0,2095.0,0.664,2.9473684210526314,144.1578947368421
2355,0,1,0,5,2,0,23836.25,2053.0,0.082,1.2258064516129032,58.38709677419355
2356,0,0,3,3,2,1,23836.25,614.0,0.024,1.1428571428571428,35.04761904761905
2357,0,0,3,6,3,4,14270.0,0.0,0.0,0.8222222222222222,27.155555555555555
2358,0,0,0,5,3,5,23836.25,1209.0,0.047,2.3333333333333335,102.71428571428571
2359,0,1,4,5,1,2,3230.0,2517.0,0.779,1.4761904761904763,91.14285714285714
2360,0,1,4,3,3,3,8881.0,1865.0,0.21,1.4210526315789473,69.26315789473684
2361,0,1,2,3,3,5,11037.0,1491.0,0.135,1.2352941176470589,47.627450980392155
2362,0,1,3,6,2,5,16763.0,0.0,0.0,1.5681818181818181,82.4090909090909
2363,0,0,1,6,2,2,2621.0,1461.0,0.557,3.380952380952381,129.42857142857142
2364,0,0,3,3,3,5,4939.0,1190.0,0.241,1.4883720930232558,87.53488372093024
2365,0,1,4,5,3,4,4419.0,1218.0,0.276,2.34375,141.71875
2366,0,1,4,5,1,4,9235.0,1796.0,0.194,1.0769230769230769,44.58974358974359
2367,0,1,4,6,1,3,3055.0,1685.0,0.552,0.7142857142857143,25.089285714285715
2368,0,0,3,6,2,3,19412.0,770.0,0.04,1.1714285714285715,45.02857142857143
2369,0,0,3,6,1,3,12786.0,1880.0,0.147,0.5277777777777778,33.47222222222222
2370,0,0,2,4,2,3,4666.0,1275.0,0.273,0.7777777777777778,35.583333333333336
2371,0,1,4,4,3,3,4894.0,1505.0,0.308,1.763157894736842,86.23684210526316
2372,0,0,0,4,2,3,23836.25,1250.0,0.046,1.6666666666666667,76.5
2373,0,1,4,6,3,2,2132.0,797.0,0.374,3.993686868686869,181.38888888888889
2374,0,0,3,5,3,2,6590.0,0.0,0.0,2.7916666666666665,102.04166666666667
2375,0,1,4,6,1,3,3176.0,1470.0,0.463,1.4722222222222223,45.388888888888886
2376,0,0,2,4,1,3,4288.0,2349.0,0.548,2.111111111111111,95.96296296296296
2377,0,1,0,5,3,5,20130.0,2355.0,0.117,0.875,43.642857142857146
2378,0,0,4,3,3,2,5945.0,1685.0,0.283,1.558139534883721,83.67441860465117
2379,0,0,1,3,1,4,3350.0,0.0,0.0,3.588235294117647,167.58823529411765
2380,0,0,2,4,3,2,4008.0,1841.0,0.459,2.230769230769231,107.46153846153847
2381,0,1,4,3,3,2,5780.0,938.0,0.162,2.4074074074074074,109.62962962962963
2382,0,1,1,4,1,2,2497.0,1674.0,0.67,1.394736842105263,76.89473684210526
2383,0,1,1,3,3,4,10286.0,2286.0,0.222,3.993686868686869,197.23076923076923
2384,0,0,2,3,1,3,2347.0,2163.0,0.922,1.1111111111111112,45.30555555555556
2385,0,1,0,4,1,2,23125.0,1236.0,0.053,3.8333333333333335,140.88888888888889
2386,0,1,4,6,2,2,3034.0,2517.0,0.83,0.6744186046511628,37.604651162790695
2387,0,0,3,3,4,3,7081.0,1874.0,0.265,2.0434782608695654,97.78260869565217
2388,0,0,1,5,1,3,6824.0,1873.0,0.274,1.7142857142857142,69.03571428571429
2389,0,1,4,4,3,4,1438.3,772.0,0.537,1.1111111111111112,62.5
2390,0,0,4,3,2,2,2683.0,1738.0,0.648,1.793103448275862,78.41379310344827
2391,0,0,2,5,2,1,12280.0,985.0,0.08,1.75,106.575
2392,0,0,2,3,2,2,14607.0,1480.0,0.101,1.0555555555555556,38.69444444444444
2393,0,1,4,4,3,3,2267.0,1469.0,0.648,1.3333333333333333,77.27083333333333
2394,0,1,4,6,2,4,2556.0,2260.0,0.884,0.8333333333333334,38.916666666666664
2395,0,1,2,4,1,2,12512.0,666.0,0.053,1.7647058823529411,88.08823529411765
2396,0,0,3,3,2,2,11332.0,946.0,0.083,1.6666666666666667,97.58974358974359
2397,0,1,4,3,3,4,3073.0,526.0,0.171,2.391304347826087,84.52173913043478
2398,0,0,0,6,3,3,23836.25,2315.0,0.067,1.7037037037037037,66.85185185185185
2399,0,0,2,6,3,3,5323.0,2301.0,0.432,0.9705882352941176,52.44117647058823
2400,0,0,3,3,1,0,9078.0,1501.0,0.165,0.7727272727272727,35.06818181818182
2401,0,0,0,4,1,3,23836.25,1347.0,0.05,0.5869565217391305,28.304347826086957
2402,0,0,2,5,1,4,9859.0,1305.0,0.132,2.88,173.8
2403,1,0,3,1,4,3,4026.0,243.0,0.06,0.6923076923076923,28.256410256410255
2404,0,0,1,3,2,3,2608.0,1799.0,0.69,2.88,102.6
2405,0,1,4,4,1,4,3552.0,2517.0,0.709,0.7222222222222222,37.27777777777778
2406,0,1,4,6,2,2,4613.0,1619.0,0.351,1.1071428571428572,41.57142857142857
2407,0,0,3,5,2,4,10386.0,1909.0,0.184,1.9259259259259258,78.48148148148148
2408,0,1,0,4,1,2,23836.25,1298.0,0.038,1.0,48.87179487179487
2409,0,0,1,5,2,3,2657.0,1611.0,0.606,1.1388888888888888,65.25
2410,0,1,4,4,2,3,5031.0,1327.0,0.264,0.7727272727272727,32.56818181818182
2411,1,0,0,5,2,4,23836.25,787.0,0.023,0.8888888888888888,36.44444444444444
2412,0,1,1,6,2,4,1612.0,835.0,0.518,2.5,134.25
2413,0,1,4,6,2,2,2423.0,1773.0,0.732,1.4883720930232558,47.395348837209305
2414,1,0,3,6,3,5,7140.0,0.0,0.0,0.5,25.444444444444443
2415,0,1,1,3,3,2,3377.0,948.0,0.281,0.8627450980392157,27.58823529411765
2416,1,0,3,1,3,4,23836.25,2408.0,0.07,0.975609756097561,28.951219512195124
2417,0,1,4,4,3,2,2295.0,0.0,0.0,2.1379310344827585,113.51724137931035
2418,0,0,1,3,3,2,3150.0,1543.0,0.49,1.7317073170731707,83.70731707317073
2419,0,0,1,3,2,5,2165.0,1135.0,0.524,0.9166666666666666,42.80555555555556
2420,0,0,2,3,2,4,4249.0,1562.0,0.368,1.4411764705882353,55.3235294117647
2421,0,0,2,6,1,3,2966.0,1433.0,0.483,1.2195121951219512,48.4390243902439
2422,0,0,0,6,3,2,1612.0,744.0,0.462,0.8048780487804879,38.146341463414636
2423,0,0,2,3,1,3,14593.0,1504.0,0.103,2.0,95.75
2424,0,0,1,6,3,2,8327.0,1551.0,0.186,2.1578947368421053,116.52631578947368
2425,0,0,2,6,1,2,23836.25,1580.0,0.046,2.324324324324324,112.13513513513513
2426,0,0,2,6,1,2,6479.0,1393.0,0.215,0.8545454545454545,29.418181818181818
2427,0,0,0,4,1,3,18442.0,1470.0,0.08,0.8780487804878049,31.24390243902439
2428,0,1,1,5,3,2,2800.0,2517.0,0.899,1.3225806451612903,64.3225806451613
2429,0,1,4,6,2,3,3032.0,2215.0,0.731,0.8333333333333334,38.52777777777778
2430,0,1,1,6,3,3,2151.0,1338.0,0.622,1.2340425531914894,73.31914893617021
2431,0,1,0,6,3,2,23836.25,1084.0,0.045,1.0277777777777777,37.25
2432,1,0,3,4,2,3,23836.25,321.0,0.013,1.1891891891891893,67.78378378378379
2433,0,0,2,3,1,2,7709.0,2227.0,0.289,1.90625,78.75
2434,0,0,1,3,3,1,4065.0,2180.0,0.536,1.0909090909090908,38.515151515151516
2435,0,1,2,3,2,4,13169.0,1499.0,0.114,2.3714285714285714,124.85714285714286
2436,0,0,3,3,2,2,11811.0,2508.0,0.212,0.6590909090909091,33.38636363636363
2437,0,1,4,3,6,1,7440.0,704.0,0.095,1.75,62.52777777777778
2438,0,0,1,5,1,2,12714.0,976.0,0.077,2.65,112.0
2439,0,1,1,5,1,3,3735.0,1978.0,0.53,1.1714285714285715,49.97142857142857
2440,0,0,3,3,1,4,23836.25,1699.0,0.066,1.1162790697674418,40.372093023255815
2441,0,0,1,4,3,1,3877.0,1495.0,0.386,1.1666666666666667,53.94444444444444
2442,0,1,4,4,3,0,3280.0,1806.0,0.551,2.888888888888889,93.85185185185185
2443,0,0,0,5,1,3,11023.0,0.0,0.0,1.1388888888888888,46.0
2444,0,1,4,4,2,2,6182.0,1131.0,0.183,1.75,98.5
2445,0,0,1,3,3,4,2186.0,1185.0,0.542,3.526315789473684,137.57894736842104
2446,0,0,3,3,1,0,17996.0,864.0,0.048,0.7692307692307693,40.743589743589745
2447,0,1,4,6,2,3,2306.0,2200.0,0.954,1.3255813953488371,48.76744186046512
2448,0,0,2,4,3,4,23836.25,1583.0,0.06,2.433333333333333,105.6
2449,0,1,4,3,3,2,5779.0,2517.0,0.436,1.7777777777777777,116.77777777777777
2450,0,1,4,6,1,2,5494.0,2078.0,0.378,1.9333333333333333,88.7
2451,0,0,0,6,1,0,7571.0,2264.0,0.299,3.5,162.35714285714286
2452,0,0,4,4,3,1,2897.0,1398.0,0.483,3.993686868686869,192.71428571428572
2453,0,1,1,3,2,4,3131.0,2379.0,0.76,2.423076923076923,89.03846153846153
2454,0,1,4,3,3,2,4274.0,2517.0,0.589,2.0,83.5925925925926
2455,0,0,2,4,6,4,4980.0,906.0,0.182,1.8333333333333333,63.138888888888886
2456,0,1,4,3,3,3,3156.0,2155.0,0.683,0.9166666666666666,28.666666666666668
2457,0,1,4,5,1,0,6861.0,2101.0,0.306,1.6153846153846154,101.8974358974359
2458,0,0,3,3,3,2,15554.0,2497.0,0.161,1.326086956521739,61.65217391304348
2459,0,0,3,3,2,4,23836.25,1915.0,0.072,1.1785714285714286,75.64285714285714
2460,0,0,2,3,2,4,22224.0,979.0,0.044,1.9166666666666667,92.94444444444444
2461,0,0,3,6,2,4,10606.0,1713.0,0.162,1.4878048780487805,65.70731707317073
2462,0,1,1,4,3,4,5865.0,2517.0,0.429,1.88,104.92
2463,0,1,1,5,2,3,5369.0,1854.0,0.345,1.3888888888888888,52.72222222222222
2464,0,0,0,5,1,5,5188.0,753.0,0.145,0.6976744186046512,35.81395348837209
2465,0,0,3,4,2,4,17742.0,1463.0,0.082,1.5277777777777777,93.58333333333333
2466,0,0,1,5,1,5,2591.0,0.0,0.0,1.1666666666666667,44.229166666666664
2467,0,1,4,6,2,3,2800.0,1834.0,0.655,0.75,32.729166666666664
2468,0,0,3,3,2,2,6543.0,2260.0,0.345,0.8611111111111112,42.19444444444444
2469,0,1,0,6,3,4,23836.25,829.0,0.032,1.9444444444444444,76.88888888888889
2470,0,1,1,6,3,5,6316.0,1344.0,0.213,2.730769230769231,92.34615384615384
2471,0,1,4,3,2,4,4658.0,588.0,0.126,0.7317073170731707,32.951219512195124
2472,0,0,2,3,3,3,6476.0,0.0,0.0,3.0,123.77272727272727
2473,0,1,4,6,2,5,8087.0,1263.0,0.156,1.9166666666666667,67.47222222222223
2474,0,0,2,3,1,2,9033.0,845.0,0.094,0.7,33.22
2475,0,1,4,6,3,4,3206.0,0.0,0.0,2.5714285714285716,116.17857142857143
2476,0,0,3,4,3,3,23836.25,2158.0,0.075,0.6938775510204082,30.653061224489797
2477,0,0,3,3,3,3,2938.0,1995.0,0.679,0.6382978723404256,28.76595744680851
2478,0,0,4,5,2,2,5715.0,1741.0,0.305,2.68,92.96
2479,0,1,4,3,2,1,2111.0,1209.0,0.573,1.6944444444444444,77.86111111111111
2480,0,0,1,3,2,5,11862.0,2282.0,0.192,2.3870967741935485,83.09677419354838
2481,0,1,4,3,3,2,2791.0,2160.0,0.774,1.5555555555555556,61.5
2482,0,1,4,3,2,4,6551.0,1440.0,0.22,2.138888888888889,67.47222222222223
2483,0,0,1,5,3,5,4533.0,1977.0,0.436,3.993686868686869,167.4375
2484,0,1,1,5,3,0,1854.0,1528.0,0.824,1.0833333333333333,36.30555555555556
2485,0,0,3,6,1,3,6704.0,1354.0,0.202,0.6976744186046512,30.953488372093023
2486,0,0,3,5,3,3,23836.25,1494.0,0.043,1.8055555555555556,90.52777777777777
2487,0,0,0,6,3,2,5489.0,1513.0,0.276,2.03125,127.65625
2488,0,0,1,3,1,1,10619.0,607.0,0.057,1.8055555555555556,113.16666666666667
2489,0,1,4,5,3,3,2481.0,1287.0,0.519,1.275,45.625
2490,0,0,2,4,4,1,5100.0,1970.0,0.386,0.5531914893617021,21.95744680851064
2491,0,0,1,5,4,3,5905.0,726.0,0.123,1.3265306122448979,81.26530612244898
2492,0,1,1,3,3,2,9293.0,0.0,0.0,1.9666666666666666,77.13333333333334
2493,0,0,2,5,3,3,5240.0,1451.0,0.277,1.52,86.88
2494,0,0,0,6,2,5,4182.0,741.0,0.177,0.6,32.425
2495,0,1,4,6,2,2,9857.0,0.0,0.0,3.993686868686869,143.66666666666666
2496,0,0,3,3,1,4,20117.0,1226.0,0.061,1.7575757575757576,88.06060606060606
2497,0,0,4,3,2,3,6012.0,0.0,0.0,3.272727272727273,127.31818181818181
2498,0,0,2,4,2,4,6369.0,0.0,0.0,1.7407407407407407,99.07407407407408
2499,0,0,3,4,2,5,13005.0,2152.0,0.165,1.7666666666666666,100.76666666666667
2500,1,1,4,3,2,3,1575.0,592.0,0.376,0.4166666666666667,17.88888888888889
2501,0,1,4,5,3,3,6679.0,1207.0,0.181,0.7435897435897436,42.282051282051285
2502,0,1,4,6,3,5,6458.0,1802.0,0.279,1.4411764705882353,68.08823529411765
2503,0,0,2,3,2,4,20803.0,1446.0,0.07,0.8958333333333334,43.1875
2504,0,0,1,3,2,4,5540.0,1240.0,0.224,1.1923076923076923,58.61538461538461
2505,0,0,3,4,3,4,2801.0,2403.0,0.858,1.2222222222222223,42.388888888888886
2506,0,0,4,4,3,5,2419.0,2380.0,0.984,1.825,102.475
2507,0,0,1,6,3,3,5156.0,1427.0,0.277,2.25,85.70833333333333
2508,0,1,2,6,4,4,14228.0,1953.0,0.137,1.4166666666666667,54.72222222222222
2509,0,0,3,3,3,4,10257.0,1021.0,0.1,0.5882352941176471,29.568627450980394
2510,1,0,1,2,1,5,3032.0,0.0,0.0,0.3181818181818182,23.568181818181817
2511,1,0,2,2,3,5,1438.3,312.0,0.217,0.7222222222222222,49.611111111111114
2512,0,0,3,5,2,4,23836.25,0.0,0.0,1.5333333333333334,58.2
2513,0,1,4,5,3,2,3014.0,794.0,0.263,0.6521739130434783,32.34782608695652
2514,0,0,1,3,3,3,5762.0,1890.0,0.328,2.4444444444444446,105.94444444444444
2515,0,1,4,5,1,3,2555.0,1701.0,0.666,1.0,69.4888888888889
2516,0,0,3,3,3,2,23836.25,1731.0,0.05,2.25,86.46428571428571
2517,0,0,4,4,3,2,2140.0,1361.0,0.636,0.6296296296296297,23.703703703703702
2518,0,1,1,3,1,1,4760.0,0.0,0.0,0.46511627906976744,33.93023255813954
2519,0,0,3,6,2,5,23836.25,1365.0,0.052,2.074074074074074,84.85185185185185
2520,0,1,4,5,2,2,8203.0,654.0,0.08,1.4651162790697674,67.67441860465117
2521,0,1,1,5,2,3,2655.0,1527.0,0.575,1.0833333333333333,80.04166666666667
2522,0,0,0,6,2,2,13655.0,1048.0,0.077,2.185185185185185,88.25925925925925
2523,0,0,3,6,1,5,12169.0,1935.0,0.159,0.7916666666666666,33.3125
2524,0,1,4,6,1,1,2956.0,1823.0,0.617,3.411764705882353,126.11764705882354
2525,0,0,2,6,2,3,2598.0,1645.0,0.633,3.2777777777777777,137.94444444444446
2526,0,1,1,5,2,2,10566.0,726.0,0.069,1.7777777777777777,59.888888888888886
2527,0,1,1,6,1,2,8232.0,2259.0,0.274,1.8611111111111112,79.13888888888889
2528,0,0,2,5,2,1,23836.25,680.0,0.026,1.5454545454545454,77.52272727272727
2529,0,1,4,5,3,0,4671.0,1933.0,0.414,2.0,85.10344827586206
2530,0,0,0,4,3,2,14869.0,0.0,0.0,1.7142857142857142,98.32142857142857
2531,0,0,1,6,2,2,2300.0,1965.0,0.854,0.75,47.02777777777778
2532,0,0,3,6,1,4,2797.0,1802.0,0.644,2.25,125.89285714285714
2533,0,1,1,5,2,1,2657.0,2115.0,0.796,2.566666666666667,119.33333333333333
2534,0,0,3,6,1,3,9149.0,1806.0,0.197,0.782608695652174,26.52173913043478
2535,0,1,4,5,2,3,2629.0,1476.0,0.561,1.1388888888888888,47.916666666666664
2536,0,0,1,6,3,3,3176.0,0.0,0.0,3.9411764705882355,135.1764705882353
2537,0,0,3,6,1,0,21875.0,2517.0,0.115,0.7380952380952381,31.595238095238095
2538,0,0,4,5,2,4,3007.0,1664.0,0.553,0.7560975609756098,35.97560975609756
2539,0,0,2,4,2,4,17404.0,1745.0,0.1,1.95,112.275
2540,0,0,2,5,6,3,2863.0,2517.0,0.879,0.7647058823529411,28.58823529411765
2541,0,0,2,5,1,2,23836.25,2429.0,0.07,1.5405405405405406,86.62162162162163
2542,0,0,2,4,1,1,13919.0,1266.0,0.091,2.2333333333333334,123.3
2543,1,0,3,4,4,3,18672.0,2517.0,0.135,0.8974358974358975,28.871794871794872
2544,0,1,4,6,2,2,4204.0,499.0,0.119,1.8611111111111112,131.66666666666666
2545,0,1,4,3,2,4,6859.0,2489.0,0.363,0.7222222222222222,44.916666666666664
2546,0,0,3,6,3,3,16050.0,1480.0,0.092,1.8666666666666667,107.16666666666667
2547,0,0,0,5,2,2,23836.25,1024.0,0.03,2.21875,76.125
2548,0,0,3,3,3,3,16766.0,1535.0,0.092,2.138888888888889,85.91666666666667
2549,0,0,3,3,2,1,20895.0,1808.0,0.087,2.1666666666666665,107.0
2550,0,1,1,6,3,3,7881.0,2517.0,0.319,2.026315789473684,80.73684210526316
2551,0,0,3,4,2,3,13427.0,0.0,0.0,0.54,26.74
2552,0,0,3,3,3,2,2281.0,1677.0,0.735,1.6111111111111112,75.97222222222223
2553,0,0,3,6,2,4,10974.0,0.0,0.0,0.5,25.51923076923077
2554,1,0,2,1,3,4,8925.0,168.0,0.019,0.2777777777777778,20.583333333333332
2555,0,0,2,4,1,3,5265.0,0.0,0.0,1.7,82.025
2556,1,1,3,6,4,3,17156.0,2517.0,0.147,0.9166666666666666,31.72222222222222
2557,0,0,3,4,2,3,13457.0,1248.0,0.093,1.1388888888888888,43.0
2558,0,0,2,3,2,4,2742.0,2184.0,0.796,1.565217391304348,83.23913043478261
2559,0,0,2,3,2,3,3890.0,2286.0,0.588,1.7586206896551724,65.13793103448276
2560,0,0,3,6,2,3,17198.0,0.0,0.0,1.2156862745098038,79.25490196078431
2561,0,0,0,6,3,4,3401.0,1713.0,0.504,1.3170731707317074,46.926829268292686
2562,0,0,2,6,1,2,18951.0,1243.0,0.066,3.0526315789473686,151.26315789473685
2563,0,1,1,4,1,1,1454.0,888.0,0.611,1.0769230769230769,58.84615384615385
2564,0,0,0,6,3,2,23836.25,1188.0,0.043,2.3,110.1
2565,0,0,0,3,3,2,23836.25,2231.0,0.068,1.25,85.94444444444444
2566,0,1,4,5,2,1,7411.0,633.0,0.085,2.75,98.60714285714286
2567,0,0,1,4,3,3,7200.0,0.0,0.0,2.3055555555555554,83.5
2568,0,1,2,6,2,3,12007.0,956.0,0.08,3.8461538461538463,206.0
2569,0,1,4,4,2,2,3147.0,1602.0,0.509,0.46,31.16
2570,0,0,3,6,2,5,5110.0,1942.0,0.38,3.993686868686869,168.22222222222223
2571,0,1,4,3,6,4,5438.0,2214.0,0.407,2.142857142857143,143.68571428571428
2572,0,0,3,6,1,1,17450.0,2193.0,0.126,0.95,35.65
2573,0,0,3,3,3,2,18352.0,1509.0,0.082,0.7435897435897436,37.282051282051285
2574,0,0,0,3,1,2,5030.0,2326.0,0.462,3.993686868686869,196.76470588235293
2575,0,0,3,3,2,3,23836.25,802.0,0.023,0.7105263157894737,47.973684210526315
2576,0,0,4,4,3,2,1585.0,1535.0,0.968,2.3333333333333335,109.47619047619048
2577,0,0,0,5,3,3,3251.0,1919.0,0.59,0.7380952380952381,33.476190476190474
2578,0,1,4,3,2,2,2858.0,1251.0,0.438,3.1739130434782608,123.65217391304348
2579,0,0,3,6,1,0,23836.25,1847.0,0.054,1.8055555555555556,91.22222222222223
2580,0,0,2,4,1,3,16443.0,1363.0,0.083,2.2857142857142856,151.85714285714286
2581,0,1,4,3,2,3,3687.0,1655.0,0.449,1.96875,76.5
2582,0,1,4,5,1,3,4840.0,2517.0,0.52,0.6111111111111112,45.47222222222222
2583,0,0,0,6,3,2,15108.0,0.0,0.0,1.8888888888888888,103.83333333333333
2584,0,0,2,6,3,2,1909.0,1753.0,0.918,0.6486486486486487,39.37837837837838
2585,0,0,3,5,2,2,19063.0,1236.0,0.065,1.3181818181818181,77.11363636363636
2586,0,0,3,4,2,4,15982.0,1691.0,0.106,1.5384615384615385,64.88461538461539
2587,0,0,2,6,2,2,1438.3,0.0,0.0,1.40625,56.0625
2588,0,1,4,4,3,3,2549.0,2130.0,0.836,3.993686868686869,186.07142857142858
2589,0,0,2,6,2,4,5967.0,2350.0,0.394,0.8055555555555556,39.611111111111114
2590,0,0,1,5,1,3,2182.0,1558.0,0.714,0.6415094339622641,31.32075471698113
2591,0,1,4,5,2,3,2689.0,2101.0,0.781,0.6730769230769231,22.846153846153847
2592,0,0,3,6,2,4,23836.25,0.0,0.0,1.2941176470588236,70.58823529411765
2593,0,1,4,4,1,2,4203.0,1965.0,0.468,0.6666666666666666,29.6875
2594,0,1,4,6,1,3,6453.0,0.0,0.0,2.0,130.32432432432432
2595,0,1,4,3,1,2,3318.0,927.0,0.279,3.608695652173913,130.91304347826087
2596,0,0,2,5,3,3,22075.0,1506.0,0.068,1.0256410256410255,59.92307692307692
2597,0,0,1,3,2,2,6746.0,1750.0,0.259,3.857142857142857,211.57142857142858
2598,0,0,3,5,2,2,4408.0,1463.0,0.332,1.3611111111111112,55.583333333333336
2599,0,1,4,5,3,3,4838.0,1338.0,0.277,1.8611111111111112,73.36111111111111
2600,0,0,3,5,1,4,23836.25,0.0,0.0,1.425,89.2
2601,0,0,1,4,1,4,3823.0,2130.0,0.557,3.5,144.71428571428572
2602,0,0,0,3,2,1,21670.0,2183.0,0.101,2.25,114.47222222222223
2603,0,0,2,6,3,2,7928.0,1228.0,0.155,0.9736842105263158,40.44736842105263
2604,0,0,0,3,1,3,23836.25,949.0,0.028,1.8333333333333333,84.97619047619048
2605,0,1,1,3,1,1,4365.0,0.0,0.0,1.425,88.55
2606,0,0,2,6,3,4,2248.0,0.0,0.0,1.6382978723404256,94.44680851063829
2607,0,1,4,4,1,1,1901.0,1176.0,0.619,1.9259259259259258,90.74074074074075
2608,0,0,3,3,1,4,23836.25,1433.0,0.042,0.6888888888888889,43.68888888888889
2609,0,0,0,6,2,4,23836.25,1812.0,0.057,0.46296296296296297,20.75925925925926
2610,0,1,4,3,2,3,1872.0,1167.0,0.623,1.2857142857142858,63.94285714285714
2611,0,1,4,3,2,2,2055.0,0.0,0.0,1.5,87.04761904761905
2612,0,0,1,5,1,2,10991.0,1328.0,0.121,1.6216216216216217,99.78378378378379
2613,0,0,4,6,1,2,3939.0,2517.0,0.639,0.7391304347826086,32.369565217391305
2614,0,1,1,5,1,4,2127.0,1995.0,0.938,0.925,34.075
2615,0,0,3,3,3,2,23836.25,1340.0,0.039,1.21875,54.34375
2616,0,1,1,4,2,1,6971.0,1506.0,0.216,1.8611111111111112,99.30555555555556
2617,0,1,4,6,2,0,1741.0,1328.0,0.763,3.993686868686869,175.26666666666668
2618,0,1,0,3,3,2,23836.25,0.0,0.0,1.9722222222222223,143.77777777777777
2619,1,1,4,3,5,5,1438.3,0.0,0.0,0.8666666666666667,35.62222222222222
2620,0,0,4,6,3,1,2621.0,1858.0,0.709,0.8392857142857143,38.357142857142854
2621,0,1,1,5,2,1,11115.0,1292.0,0.116,2.1142857142857143,113.02857142857142
2622,0,0,3,6,2,3,13241.0,0.0,0.0,1.9487179487179487,80.94871794871794
2623,0,0,3,6,1,2,14438.0,2517.0,0.174,1.119047619047619,49.76190476190476
2624,0,0,3,6,1,1,5228.0,1443.0,0.276,2.0,86.54838709677419
2625,0,0,2,3,1,4,5550.0,1518.0,0.274,1.7222222222222223,70.55555555555556
2626,0,0,1,4,3,2,1438.3,890.0,0.619,1.3333333333333333,81.33333333333333
2627,0,1,4,3,1,0,2064.0,1282.0,0.621,0.4909090909090909,26.818181818181817
2628,0,1,4,4,3,0,3450.0,2517.0,0.73,2.6666666666666665,106.04166666666667
2629,0,0,0,4,1,3,23836.25,1380.0,0.04,1.5555555555555556,60.083333333333336
2630,0,0,3,6,2,2,23836.25,2028.0,0.068,1.0555555555555556,50.77777777777778
2631,0,0,1,5,3,3,2151.0,1163.0,0.541,1.3777777777777778,55.84444444444444
2632,0,0,3,4,1,3,7181.0,2517.0,0.351,0.8863636363636364,37.18181818181818
2633,0,0,0,3,3,3,23836.25,1300.0,0.047,0.4772727272727273,34.65909090909091
2634,0,1,4,4,3,2,4852.0,2016.0,0.415,1.697674418604651,82.81395348837209
2635,0,0,2,6,3,3,6735.0,2289.0,0.34,0.56,24.98
2636,0,0,1,4,1,2,6128.0,1895.0,0.309,0.7924528301886793,32.075471698113205
2637,0,0,3,4,3,2,23124.0,1746.0,0.076,1.3888888888888888,54.416666666666664
2638,0,0,1,3,2,2,3436.0,1650.0,0.48,1.2758620689655173,68.0
2639,0,0,0,5,2,1,3176.0,1510.0,0.475,1.3333333333333333,57.611111111111114
2640,0,0,0,5,3,3,8874.0,1590.0,0.179,1.6470588235294117,54.38235294117647
2641,0,1,4,5,1,0,3402.0,1813.0,0.533,0.8235294117647058,51.970588235294116
2642,0,0,3,6,1,1,2689.0,2077.0,0.772,0.7674418604651163,31.53488372093023
2643,0,0,4,3,3,2,1556.0,1278.0,0.821,0.9722222222222222,44.861111111111114
2644,0,1,1,3,3,3,7372.0,1210.0,0.164,1.5555555555555556,47.416666666666664
2645,0,0,4,6,1,2,5713.0,789.0,0.138,3.993686868686869,255.6153846153846
2646,0,1,4,4,1,3,2965.0,1635.0,0.551,2.6818181818181817,116.04545454545455
2647,0,0,3,3,2,2,9819.0,1200.0,0.122,1.5384615384615385,84.53846153846153
2648,0,0,2,4,3,3,8186.0,0.0,0.0,3.993686868686869,172.21428571428572
2649,0,1,4,3,3,2,3846.0,1285.0,0.334,0.9591836734693877,37.04081632653061
2650,0,1,4,5,2,2,13131.0,1965.0,0.15,1.2333333333333334,59.833333333333336
2651,0,1,4,4,2,1,2944.0,753.0,0.256,2.1785714285714284,123.46428571428571
2652,0,0,2,3,3,4,23836.25,1954.0,0.057,1.4444444444444444,52.0
2653,0,0,3,6,3,4,5660.0,2006.0,0.354,1.0263157894736843,41.28947368421053
2654,0,1,4,5,1,1,7554.0,1848.0,0.245,2.1333333333333333,138.33333333333334
2655,0,1,4,5,1,4,2494.0,1316.0,0.528,2.1923076923076925,113.3076923076923
2656,0,0,3,4,1,0,23836.25,1445.0,0.057,1.3333333333333333,71.88888888888889
2657,0,1,1,5,3,2,2606.0,1818.0,0.698,2.0833333333333335,83.29166666666667
